passaporte_num,sobrenome,nome,data_nasc,sexo,naturalidade,filiacao1,filiacao2,autoridade,data_expedicao,valido_ate,mrz_linha1,mrz_linha2,rg,nome_assinatura
JK784731,PORTO,KAIQUE,09/08/1983,M,NOVAES/SC,CAROLINA REZENDE,LUISA DA CUNHA,SR/PF/SC,15/02/2024,12/02/2034,P<USAPORTO<<KAIQUE<<<<<<<<<<<<<<<<<<<<<<<<<<,JK784731<7USA8308098M340212<<<<<<<<<<<<<<<<<,18725364X,Kaique Porto
IZ850915,NUNES,DAVI LUCCA,24/08/2006,M,SAMPAIO/MT,RAEL DA MOTA,MANUELA CASA GRANDE,SR/PF/MT,16/03/2021,14/03/2031,P<USANUNES<<DAVI<LUCCA<<<<<<<<<<<<<<<<<<<<<<,IZ850915<7USA0608248M310314<<<<<<<<<<<<<<<<<,234716058,Davi Lucca Nunes
JW130157,GARCIA,CAIO,21/03/1959,M,CORREIA/PA,ESTER DA CRUZ,ELISA VARGAS,SR/PF/PA,07/05/2022,04/05/2032,P<USAGARCIA<<CAIO<<<<<<<<<<<<<<<<<<<<<<<<<<<,JW130157<7USA5903218M320504<<<<<<<<<<<<<<<<<,012753841,Caio Garcia
XB371325,PIRES,ELISA,12/06/1961,F,MOREIRA DAS PEDRAS/AC,REBECA SAMPAIO,DANIEL DA MATA,SR/PF/AC,27/10/2024,25/10/2034,P<USAPIRES<<ELISA<<<<<<<<<<<<<<<<<<<<<<<<<<<,XB371325<7USA6106128F341025<<<<<<<<<<<<<<<<<,827401358,Elisa Pires
EP664411,DA CUNHA,OTAVIO,24/11/1950,M,PIRES/SE,SAMUEL BARBOSA,MARIANA DA ROCHA,SR/PF/SE,08/11/2022,05/11/2032,P<USADA<CUNHA<<OTAVIO<<<<<<<<<<<<<<<<<<<<<<<,EP664411<7USA5011248M321105<<<<<<<<<<<<<<<<<,372140567,Otavio Da Cunha
YD524786,DA MOTA,FELIPE,29/10/1972,M,SOUSA/MS,SRA. ALICIA ARAUJO,LUIZ OTAVIO BRITO,SR/PF/MS,05/08/2023,02/08/2033,P<USADA<MOTA<<FELIPE<<<<<<<<<<<<<<<<<<<<<<<<,YD524786<7USA7210298M330802<<<<<<<<<<<<<<<<<,501374863,Felipe Da Mota
QB908051,ABREU,FRANCISCO,07/01/2004,M,NUNES/AC,THEO DA MATA,MARIA LUISA REZENDE,SR/PF/AC,21/06/2023,18/06/2033,P<USAABREU<<FRANCISCO<<<<<<<<<<<<<<<<<<<<<<<,QB908051<7USA0401078M330618<<<<<<<<<<<<<<<<<,482630176,Francisco Abreu
NM406103,BARROS,ANA JULIA,16/06/1980,F,SOUSA DE MINAS/GO,THEODORO TEIXEIRA,JOAO CIRINO,SR/PF/GO,20/11/2024,18/11/2034,P<USABARROS<<ANA<JULIA<<<<<<<<<<<<<<<<<<<<<<,NM406103<7USA8006168F341118<<<<<<<<<<<<<<<<<,513640824,Ana Julia Barros
WQ355717,LIMA,APOLLO,01/06/2006,M,ANDRADE DA SERRA/RO,SRA. GABRIELA PEIXOTO,SARA SA,SR/PF/RO,23/08/2022,20/08/2032,P<USALIMA<<APOLLO<<<<<<<<<<<<<<<<<<<<<<<<<<<,WQ355717<7USA0606018M320820<<<<<<<<<<<<<<<<<,452780160,Apollo Lima
PN700503,MACHADO,JOAO,29/11/1980,M,VIEIRA/AM,EDUARDO DA MATA,RYAN DA CRUZ,SR/PF/AM,21/12/2022,18/12/2032,P<USAMACHADO<<JOAO<<<<<<<<<<<<<<<<<<<<<<<<<<,PN700503<7USA8011298M321218<<<<<<<<<<<<<<<<<,051682370,Joao Machado
LV339582,FERREIRA,DAVI LUIZ,12/06/1987,M,LIMA/PA,MARCELO GARCIA,GABRIELLY MENDES,SR/PF/PA,08/03/2024,06/03/2034,P<USAFERREIRA<<DAVI<LUIZ<<<<<<<<<<<<<<<<<<<<,LV339582<7USA8706128M340306<<<<<<<<<<<<<<<<<,465730127,Davi Luiz Ferreira
GD098038,NOVAES,JULIANA,22/06/1967,F,TEIXEIRA/AC,NATALIA CIRINO,LUIZA MACEDO,SR/PF/AC,17/04/2024,15/04/2034,P<USANOVAES<<JULIANA<<<<<<<<<<<<<<<<<<<<<<<<,GD098038<7USA6706228F340415<<<<<<<<<<<<<<<<<,420751385,Juliana Novaes
QB078224,PORTO,DIEGO,31/10/1983,M,REZENDE PAULISTA/AM,CALEBE CAMARA,DR. GUILHERME MORAES,SR/PF/AM,29/05/2021,27/05/2031,P<USAPORTO<<DIEGO<<<<<<<<<<<<<<<<<<<<<<<<<<<,QB078224<7USA8310318M310527<<<<<<<<<<<<<<<<<,246837056,Diego Porto
WT285400,MARQUES,JOSE PEDRO,17/05/1982,M,NUNES/PB,JOSE MIGUEL ALVES,RYAN SOUSA,SR/PF/PB,05/11/2023,02/11/2033,P<USAMARQUES<<JOSE<PEDRO<<<<<<<<<<<<<<<<<<<<,WT285400<7USA8205178M331102<<<<<<<<<<<<<<<<<,027418650,Jose Pedro Marques
KF543548,TEIXEIRA,LUNNA,29/08/1997,F,MOREIRA/SP,BERNARDO CORREIA,BELLA CUNHA,SR/PF/SP,04/11/2023,01/11/2033,P<USATEIXEIRA<<LUNNA<<<<<<<<<<<<<<<<<<<<<<<<,KF543548<7USA9708298F331101<<<<<<<<<<<<<<<<<,205418739,Lunna Teixeira
VX139975,DAS NEVES,ANA CAROLINA,20/09/1998,F,CIRINO/PR,DOM BORGES,OLIVIA SILVA,SR/PF/PR,28/04/2024,26/04/2034,P<USADAS<NEVES<<ANA<CAROLINA<<<<<<<<<<<<<<<<,VX139975<7USA9809208F340426<<<<<<<<<<<<<<<<<,86073254X,Ana Carolina Das Neves
HH805263,PACHECO,OTTO,01/06/1992,M,FOGACA/RR,EMANUELLY MOREIRA,LUIZ HENRIQUE BRITO,SR/PF/RR,16/11/2023,13/11/2033,P<USAPACHECO<<OTTO<<<<<<<<<<<<<<<<<<<<<<<<<<,HH805263<7USA9206018M331113<<<<<<<<<<<<<<<<<,073584629,Otto Pacheco
KL009405,DA CRUZ,THIAGO,19/11/1974,M,OLIVEIRA DOS DOURADOS/PB,JOSE PEDRO DUARTE,ARTHUR CASTRO,SR/PF/PB,18/05/2022,15/05/2032,P<USADA<CRUZ<<THIAGO<<<<<<<<<<<<<<<<<<<<<<<<,KL009405<7USA7411198M320515<<<<<<<<<<<<<<<<<,25386740X,Thiago Da Cruz
RB423774,FREITAS,LARISSA,27/01/1951,F,MONTENEGRO DA SERRA/PE,DR. GUSTAVO MORAES,SRTA. MELISSA DA MOTA,SR/PF/PE,31/05/2021,29/05/2031,P<USAFREITAS<<LARISSA<<<<<<<<<<<<<<<<<<<<<<<,RB423774<7USA5101278F310529<<<<<<<<<<<<<<<<<,016254375,Larissa Freitas
DP416348,NOVAIS,JOSUE,23/04/1970,M,PIRES DA PRAIA/DF,BELLA MARQUES,IAN ARAUJO,SR/PF/DF,22/11/2021,20/11/2031,P<USANOVAIS<<JOSUE<<<<<<<<<<<<<<<<<<<<<<<<<<,DP416348<7USA7004238M311120<<<<<<<<<<<<<<<<<,026573489,Josue Novais
BE551131,RAMOS,LEANDRO,09/10/1955,M,DA MATA/SE,IAN DA LUZ,THEO OLIVEIRA,SR/PF/SE,05/05/2022,02/05/2032,P<USARAMOS<<LEANDRO<<<<<<<<<<<<<<<<<<<<<<<<<,BE551131<7USA5510098M320502<<<<<<<<<<<<<<<<<,816534706,Leandro Ramos
YN736075,MONTENEGRO,CAROLINE,18/07/1977,F,CUNHA DE MINAS/AM,AYLLA MENDONCA,MARIA LIZ DA PAZ,SR/PF/AM,01/05/2023,28/04/2033,P<USAMONTENEGRO<<CAROLINE<<<<<<<<<<<<<<<<<<<,YN736075<7USA7707188F330428<<<<<<<<<<<<<<<<<,812540360,Caroline Montenegro
BH443010,MOREIRA,LIVIA,04/04/1991,F,COSTA DOS DOURADOS/RN,KEVIN NOVAES,AURORA FREITAS,SR/PF/RN,21/02/2021,19/02/2031,P<USAMOREIRA<<LIVIA<<<<<<<<<<<<<<<<<<<<<<<<<,BH443010<7USA9104048F310219<<<<<<<<<<<<<<<<<,583627407,Livia Moreira
WG785101,MENDES,DIOGO,02/05/1970,M,CAMARA/AL,CALEBE NOGUEIRA,ISIS RAMOS,SR/PF/AL,23/07/2021,21/07/2031,P<USAMENDES<<DIOGO<<<<<<<<<<<<<<<<<<<<<<<<<<,WG785101<7USA7005028M310721<<<<<<<<<<<<<<<<<,638504211,Diogo Mendes
JC290154,DAS NEVES,MARIANA,15/07/1971,F,GUERRA DO NORTE/AL,RAVI LUCCA ABREU,RHAVI JESUS,SR/PF/AL,11/11/2021,09/11/2031,P<USADAS<NEVES<<MARIANA<<<<<<<<<<<<<<<<<<<<<,JC290154<7USA7107158F311109<<<<<<<<<<<<<<<<<,720348158,Mariana Das Neves
XV159466,ARAUJO,OLIVIA,10/11/1999,F,CUNHA/AM,DRA. MARIA ALICE SOUZA,SR. ARTHUR DIAS,SR/PF/AM,04/01/2021,02/01/2031,P<USAARAUJO<<OLIVIA<<<<<<<<<<<<<<<<<<<<<<<<<,XV159466<7USA9911108F310102<<<<<<<<<<<<<<<<<,652178303,Olivia Araujo
BE838798,MOREIRA,OLIVIA,08/04/1979,F,TEIXEIRA/CE,RENAN CARVALHO,MARIANE NOVAES,SR/PF/CE,16/11/2023,13/11/2033,P<USAMOREIRA<<OLIVIA<<<<<<<<<<<<<<<<<<<<<<<<,BE838798<7USA7904088F331113<<<<<<<<<<<<<<<<<,783042164,Olivia Moreira
ZH408580,TEIXEIRA,ANTHONY,23/11/1982,M,DA PAZ/CE,LUIZ HENRIQUE SOUZA,PEDRO LUCAS RODRIGUES,SR/PF/CE,29/10/2022,26/10/2032,P<USATEIXEIRA<<ANTHONY<<<<<<<<<<<<<<<<<<<<<<,ZH408580<7USA8211238M321026<<<<<<<<<<<<<<<<<,653480271,Anthony Teixeira
CP956111,BRITO,DAVI,20/03/1950,M,CASSIANO DA PRAIA/AP,ELOA MOURA,VINICIUS PIMENTA,SR/PF/AP,30/10/2021,28/10/2031,P<USABRITO<<DAVI<<<<<<<<<<<<<<<<<<<<<<<<<<<<,CP956111<7USA5003208M311028<<<<<<<<<<<<<<<<<,361508748,Davi Brito
TC377179,CASSIANO,ELOAH,02/08/1988,F,PEIXOTO PAULISTA/RN,LEO CARVALHO,MARIA LUIZA SA,SR/PF/RN,06/01/2021,04/01/2031,P<USACASSIANO<<ELOAH<<<<<<<<<<<<<<<<<<<<<<<<,TC377179<7USA8808028F310104<<<<<<<<<<<<<<<<<,467105285,Eloah Cassiano
KB960852,JESUS,ANA SOPHIA,06/05/1962,F,CASSIANO DO OESTE/RR,LUIZ FERNANDO TEIXEIRA,LAIS GONCALVES,SR/PF/RR,03/09/2021,01/09/2031,P<USAJESUS<<ANA<SOPHIA<<<<<<<<<<<<<<<<<<<<<<,KB960852<7USA6205068F310901<<<<<<<<<<<<<<<<<,14753608X,Ana Sophia Jesus
CQ954265,SANTOS,CLARA,05/02/1985,F,NOGUEIRA/SC,HELLENA DA LUZ,DR. THEO DA ROSA,SR/PF/SC,10/04/2023,07/04/2033,P<USASANTOS<<CLARA<<<<<<<<<<<<<<<<<<<<<<<<<<,CQ954265<7USA8502058F330407<<<<<<<<<<<<<<<<<,073856411,Clara Santos
GJ496632,ARAGAO,MIGUEL,12/10/1985,M,DA LUZ/SP,MARIA ALICE SALES,ANTHONY CASSIANO,SR/PF/SP,01/12/2025,29/11/2035,P<USAARAGAO<<MIGUEL<<<<<<<<<<<<<<<<<<<<<<<<<,GJ496632<7USA8510128M351129<<<<<<<<<<<<<<<<<,05871246X,Miguel Aragao
OW801981,DUARTE,OLIVER,27/08/1959,M,VARGAS/MT,VITOR HUGO MENDONCA,ENZO MOREIRA,SR/PF/MT,21/03/2021,19/03/2031,P<USADUARTE<<OLIVER<<<<<<<<<<<<<<<<<<<<<<<<<,OW801981<7USA5908278M310319<<<<<<<<<<<<<<<<<,562480316,Oliver Duarte
TR042503,VASCONCELOS,MARIA LUIZA,12/10/1963,F,CASA GRANDE DE CAMARA/RJ,JULIANA COSTA,ISABELLY VASCONCELOS,SR/PF/RJ,03/04/2025,01/04/2035,P<USAVASCONCELOS<<MARIA<LUIZA<<<<<<<<<<<<<<<,TR042503<7USA6310128F350401<<<<<<<<<<<<<<<<<,315824608,Maria Luiza Vasconcelos
AF489388,LOPES,THOMAS,16/06/1959,M,AZEVEDO DE MACHADO/CE,ANA JULIA CAVALCANTE,ANDRE VIANA,SR/PF/CE,22/03/2022,19/03/2032,P<USALOPES<<THOMAS<<<<<<<<<<<<<<<<<<<<<<<<<<,AF489388<7USA5906168M320319<<<<<<<<<<<<<<<<<,452608132,Thomas Lopes
LX619987,VIEIRA,SAMUEL,23/12/1954,M,MORAES/PB,ALANA PASTOR,MATHIAS DA LUZ,SR/PF/PB,19/04/2025,17/04/2035,P<USAVIEIRA<<SAMUEL<<<<<<<<<<<<<<<<<<<<<<<<<,LX619987<7USA5412238M350417<<<<<<<<<<<<<<<<<,465821704,Samuel Vieira
DY615257,PASTOR,GUSTAVO,19/12/1949,M,LIMA DE MINAS/AM,ANA VITORIA FOGACA,ENZO NOVAIS,SR/PF/AM,24/09/2025,22/09/2035,P<USAPASTOR<<GUSTAVO<<<<<<<<<<<<<<<<<<<<<<<<,DY615257<7USA4912198M350922<<<<<<<<<<<<<<<<<,012538474,Gustavo Pastor
OQ379469,PINTO,LUIZ MIGUEL,04/11/1963,M,MONTEIRO DA SERRA/RS,CLARICE SAMPAIO,DAVI MIGUEL REZENDE,SR/PF/RS,11/02/2025,09/02/2035,P<USAPINTO<<LUIZ<MIGUEL<<<<<<<<<<<<<<<<<<<<<,OQ379469<7USA6311048M350209<<<<<<<<<<<<<<<<<,250834716,Luiz Miguel Pinto
TN004393,DUARTE,MAITE,22/03/1994,F,MELO DO SUL/RJ,THALES PEIXOTO,MARIANA LOPES,SR/PF/RJ,29/07/2024,27/07/2034,P<USADUARTE<<MAITE<<<<<<<<<<<<<<<<<<<<<<<<<<,TN004393<7USA9403228F340727<<<<<<<<<<<<<<<<<,703524860,Maite Duarte
CT824202,SILVA,DIOGO,03/03/1973,M,PEIXOTO DO OESTE/PB,LUARA DA CUNHA,RAFAELA DA CRUZ,SR/PF/PB,30/03/2024,28/03/2034,P<USASILVA<<DIOGO<<<<<<<<<<<<<<<<<<<<<<<<<<<,CT824202<7USA7303038M340328<<<<<<<<<<<<<<<<<,671830429,Diogo Silva
TP071270,DA ROCHA,KEVIN,02/07/1987,M,SALES/PI,GIOVANNA DA ROSA,ANA LAURA LOPES,SR/PF/PI,23/06/2024,21/06/2034,P<USADA<ROCHA<<KEVIN<<<<<<<<<<<<<<<<<<<<<<<<,TP071270<7USA8707028M340621<<<<<<<<<<<<<<<<<,805364729,Kevin Da Rocha
GD797683,ARAGAO,LAURA,02/03/1950,F,GONCALVES DO AMPARO/PR,THOMAS MACHADO,SOFIA NOVAIS,SR/PF/PR,23/09/2025,21/09/2035,P<USAARAGAO<<LAURA<<<<<<<<<<<<<<<<<<<<<<<<<<,GD797683<7USA5003028F350921<<<<<<<<<<<<<<<<<,635471826,Laura Aragao
KN519534,SA,VITOR HUGO,01/12/1960,M,SILVEIRA/SP,ALANA SANTOS,LUCCA ALVES,SR/PF/SP,06/05/2023,03/05/2033,P<USASA<<VITOR<HUGO<<<<<<<<<<<<<<<<<<<<<<<<<,KN519534<7USA6012018M330503<<<<<<<<<<<<<<<<<,418735621,Vitor Hugo Sa
HD850217,SILVA,YAN,15/06/1958,M,GARCIA/DF,MARINA FREITAS,VALENTIM CAMARA,SR/PF/DF,29/06/2024,27/06/2034,P<USASILVA<<YAN<<<<<<<<<<<<<<<<<<<<<<<<<<<<<,HD850217<7USA5806158M340627<<<<<<<<<<<<<<<<<,351876200,Yan Silva
NA484121,FERNANDES,ISABELA,04/05/1996,F,DA MOTA/SP,BRUNA ARAGAO,MARIA JULIA MORAES,SR/PF/SP,15/07/2022,12/07/2032,P<USAFERNANDES<<ISABELA<<<<<<<<<<<<<<<<<<<<<,NA484121<7USA9605048F320712<<<<<<<<<<<<<<<<<,136047282,Isabela Fernandes
ID112985,SILVEIRA,BIANCA,01/05/1983,F,VARGAS DO CAMPO/GO,SRA. KAMILLY DIAS,HADASSA MOURA,SR/PF/GO,03/09/2022,31/08/2032,P<USASILVEIRA<<BIANCA<<<<<<<<<<<<<<<<<<<<<<<,ID112985<7USA8305018F320831<<<<<<<<<<<<<<<<<,423071683,Bianca Silveira
MX430732,JESUS,BENICIO,19/01/1965,M,CAVALCANTE/PR,PEDRO MIGUEL MARQUES,THALES ALMEIDA,SR/PF/PR,19/08/2021,17/08/2031,P<USAJESUS<<BENICIO<<<<<<<<<<<<<<<<<<<<<<<<<,MX430732<7USA6501198M310817<<<<<<<<<<<<<<<<<,810675328,Benicio Jesus
HQ696549,BRITO,ESTER,17/11/1950,F,SANTOS DA PRAIA/RS,OLIVIA VIANA,SR. ISAQUE FOGACA,SR/PF/RS,28/11/2025,26/11/2035,P<USABRITO<<ESTER<<<<<<<<<<<<<<<<<<<<<<<<<<<,HQ696549<7USA5011178F351126<<<<<<<<<<<<<<<<<,420681735,Ester Brito
XF038535,SALES,DOM,01/08/2003,M,CALDEIRA VERDE/PB,SRTA. BRENDA DA CONCEICAO,MARCOS VINICIUS CAMARGO,SR/PF/PB,10/03/2024,08/03/2034,P<USASALES<<DOM<<<<<<<<<<<<<<<<<<<<<<<<<<<<<,XF038535<7USA0308018M340308<<<<<<<<<<<<<<<<<,380726452,Dom Sales
OZ154762,RIBEIRO,MARIA LAURA,25/07/1953,F,PEREIRA GRANDE/GO,HENRY GABRIEL DA ROCHA,BRENDA CARVALHO,SR/PF/GO,21/04/2021,19/04/2031,P<USARIBEIRO<<MARIA<LAURA<<<<<<<<<<<<<<<<<<<,OZ154762<7USA5307258F310419<<<<<<<<<<<<<<<<<,326758100,Maria Laura Ribeiro
II961132,SALES,MARIA EDUARDA,31/10/1971,F,RODRIGUES DOS DOURADOS/BA,MATHEUS COSTA,ERICK COSTA,SR/PF/BA,12/02/2023,09/02/2033,P<USASALES<<MARIA<EDUARDA<<<<<<<<<<<<<<<<<<<,II961132<7USA7110318F330209<<<<<<<<<<<<<<<<<,716538027,Maria Eduarda Sales
QC258285,VASCONCELOS,KAMILLY,19/05/1986,F,FOGACA DA PRAIA/AC,DR. DIEGO PEREIRA,AUGUSTO BORGES,SR/PF/AC,14/05/2024,12/05/2034,P<USAVASCONCELOS<<KAMILLY<<<<<<<<<<<<<<<<<<<,QC258285<7USA8605198F340512<<<<<<<<<<<<<<<<<,831427607,Kamilly Vasconcelos
UZ929429,JESUS,MARIA SOPHIA,06/12/1977,F,FARIAS DO SUL/RN,MARIA FERNANDA CAMARA,FRANCISCO DA COSTA,SR/PF/RN,19/01/2022,17/01/2032,P<USAJESUS<<MARIA<SOPHIA<<<<<<<<<<<<<<<<<<<<,UZ929429<7USA7712068F320117<<<<<<<<<<<<<<<<<,057863428,Maria Sophia Jesus
KA665899,ARAUJO,MARIA LAURA,07/06/1954,F,ARAUJO/BA,SRA. ANA VITORIA NOVAES,OTAVIO BARROS,SR/PF/BA,24/10/2023,21/10/2033,P<USAARAUJO<<MARIA<LAURA<<<<<<<<<<<<<<<<<<<<,KA665899<7USA5406078F331021<<<<<<<<<<<<<<<<<,543812704,Maria Laura Araujo
EF419767,FOGACA,LUANA,04/11/1974,F,MORAES/SE,AURORA FREITAS,SR. THEO PINTO,SR/PF/SE,18/03/2022,15/03/2032,P<USAFOGACA<<LUANA<<<<<<<<<<<<<<<<<<<<<<<<<<,EF419767<7USA7411048F320315<<<<<<<<<<<<<<<<<,724350184,Luana Fogaca
CY056281,FARIAS,JOAO FELIPE,02/11/1986,M,SILVEIRA/PE,RAFAELA MOREIRA,THALES COSTA,SR/PF/PE,22/07/2022,19/07/2032,P<USAFARIAS<<JOAO<FELIPE<<<<<<<<<<<<<<<<<<<<,CY056281<7USA8611028M320719<<<<<<<<<<<<<<<<<,82760435X,Joao Felipe Farias
TC767564,TEIXEIRA,PEDRO,31/05/1952,M,RAMOS/AC,LUIZ HENRIQUE DA ROCHA,DRA. AYLLA ALVES,SR/PF/AC,11/04/2023,08/04/2033,P<USATEIXEIRA<<PEDRO<<<<<<<<<<<<<<<<<<<<<<<<,TC767564<7USA5205318M330408<<<<<<<<<<<<<<<<<,574360128,Pedro Teixeira
XL681978,SA,GAEL,08/10/1999,M,ANDRADE DE GOMES/AM,NICOLE CASA GRANDE,NATHAN LEAO,SR/PF/AM,13/02/2022,11/02/2032,P<USASA<<GAEL<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<,XL681978<7USA9910088M320211<<<<<<<<<<<<<<<<<,714652039,Gael Sa
DV484720,FREITAS,OLIVER,03/03/1974,M,SA DO CAMPO/PE,DIOGO MONTEIRO,DRA. VALENTINA DUARTE,SR/PF/PE,21/05/2023,18/05/2033,P<USAFREITAS<<OLIVER<<<<<<<<<<<<<<<<<<<<<<<<,DV484720<7USA7403038M330518<<<<<<<<<<<<<<<<<,067531428,Oliver Freitas
AQ679240,TEIXEIRA,ISAQUE,21/09/1952,M,AZEVEDO/MA,MIRELLA JESUS,GAEL HENRIQUE NOGUEIRA,SR/PF/MA,06/11/2023,03/11/2033,P<USATEIXEIRA<<ISAQUE<<<<<<<<<<<<<<<<<<<<<<<,AQ679240<7USA5209218M331103<<<<<<<<<<<<<<<<<,801324567,Isaque Teixeira
XJ334142,MENDES,ISIS,17/07/1990,F,BORGES/RS,LUCAS GABRIEL PIRES,JOSE ANDRADE,SR/PF/RS,27/03/2024,25/03/2034,P<USAMENDES<<ISIS<<<<<<<<<<<<<<<<<<<<<<<<<<<,XJ334142<7USA9007178F340325<<<<<<<<<<<<<<<<<,243760516,Isis Mendes
VO461035,MACHADO,PEDRO,16/02/1978,M,VIANA/MA,THALES JESUS,ANNA LIZ DA CONCEICAO,SR/PF/MA,23/03/2023,20/03/2033,P<USAMACHADO<<PEDRO<<<<<<<<<<<<<<<<<<<<<<<<<,VO461035<7USA7802168M330320<<<<<<<<<<<<<<<<<,075216437,Pedro Machado
GG073722,VIANA,JULIANA,29/04/1961,F,BARROS GRANDE/PB,CAUE PORTO,EMANUELLA VIANA,SR/PF/PB,20/05/2022,17/05/2032,P<USAVIANA<<JULIANA<<<<<<<<<<<<<<<<<<<<<<<<<,GG073722<7USA6104298F320517<<<<<<<<<<<<<<<<<,347015281,Juliana Viana
YX732363,SAMPAIO,VITOR,21/12/1983,M,PORTO/RO,RODRIGO CASA GRANDE,BENJAMIM OLIVEIRA,SR/PF/RO,05/11/2025,03/11/2035,P<USASAMPAIO<<VITOR<<<<<<<<<<<<<<<<<<<<<<<<<,YX732363<7USA8312218M351103<<<<<<<<<<<<<<<<<,174325861,Vitor Sampaio
DU314058,FERREIRA,SARAH,26/09/2005,F,PINTO/SC,BENJAMIM MENDONCA,SRA. ANA JULIA MACHADO,SR/PF/SC,15/12/2021,13/12/2031,P<USAFERREIRA<<SARAH<<<<<<<<<<<<<<<<<<<<<<<<,DU314058<7USA0509268F311213<<<<<<<<<<<<<<<<<,674510239,Sarah Ferreira
XI740050,CIRINO,MARIA HELENA,28/02/1988,F,DA CRUZ/AL,VITORIA DUARTE,CECILIA RAMOS,SR/PF/AL,03/02/2022,01/02/2032,P<USACIRINO<<MARIA<HELENA<<<<<<<<<<<<<<<<<<<,XI740050<7USA8802288F320201<<<<<<<<<<<<<<<<<,530267147,Maria Helena Cirino
DA852725,MOURA,DAVI LUCAS,20/01/1955,M,ARAUJO/MA,EVELYN PASTOR,DR. GUSTAVO HENRIQUE DAS NEVES,SR/PF/MA,26/08/2025,24/08/2035,P<USAMOURA<<DAVI<LUCAS<<<<<<<<<<<<<<<<<<<<<<,DA852725<7USA5501208M350824<<<<<<<<<<<<<<<<<,164387201,Davi Lucas Moura
HW875118,BRITO,LUIZ GUSTAVO,26/08/1955,M,VARGAS/TO,DRA. MARCELA MONTENEGRO,AGATHA MORAES,SR/PF/TO,19/02/2023,16/02/2033,P<USABRITO<<LUIZ<GUSTAVO<<<<<<<<<<<<<<<<<<<<,HW875118<7USA5508268M330216<<<<<<<<<<<<<<<<<,416832751,Luiz Gustavo Brito
XG692496,PINTO,ELOAH,29/12/1963,F,GUERRA DE CARDOSO/CE,CECILIA MENDES,LARISSA GONCALVES,SR/PF/CE,26/10/2022,23/10/2032,P<USAPINTO<<ELOAH<<<<<<<<<<<<<<<<<<<<<<<<<<<,XG692496<7USA6312298F321023<<<<<<<<<<<<<<<<<,786013540,Eloah Pinto
JL030632,MONTENEGRO,NICOLE,18/10/1955,F,DA ROCHA/BA,LEONARDO FOGACA,CARLOS EDUARDO GONCALVES,SR/PF/BA,01/07/2021,29/06/2031,P<USAMONTENEGRO<<NICOLE<<<<<<<<<<<<<<<<<<<<<,JL030632<7USA5510188F310629<<<<<<<<<<<<<<<<<,648715231,Nicole Montenegro
ZF194250,CARDOSO,HELOISA,15/08/1951,F,ANDRADE DE MINAS/TO,VALENTIM DA MATA,RAFAEL ALVES,SR/PF/TO,07/04/2024,05/04/2034,P<USACARDOSO<<HELOISA<<<<<<<<<<<<<<<<<<<<<<<,ZF194250<7USA5108158F340405<<<<<<<<<<<<<<<<<,831675020,Heloisa Cardoso
MJ830238,MOURA,HELOISA,06/01/1979,F,PINTO/PA,VITOR HUGO ROCHA,ENRICO CASSIANO,SR/PF/PA,19/07/2022,16/07/2032,P<USAMOURA<<HELOISA<<<<<<<<<<<<<<<<<<<<<<<<<,MJ830238<7USA7901068F320716<<<<<<<<<<<<<<<<<,203685179,Heloisa Moura
VO828638,TEIXEIRA,VALENTIM,07/11/1980,M,DA COSTA DA SERRA/MG,NATHAN CALDEIRA,IGOR APARECIDA,SR/PF/MG,24/09/2021,22/09/2031,P<USATEIXEIRA<<VALENTIM<<<<<<<<<<<<<<<<<<<<<,VO828638<7USA8011078M310922<<<<<<<<<<<<<<<<<,630478156,Valentim Teixeira
KD084481,DA MOTA,MARIA LAURA,08/05/2005,F,TEIXEIRA DE SANTOS/PB,VITORIA RIOS,JADE ALVES,SR/PF/PB,17/02/2025,15/02/2035,P<USADA<MOTA<<MARIA<LAURA<<<<<<<<<<<<<<<<<<<,KD084481<7USA0505088F350215<<<<<<<<<<<<<<<<<,630278143,Maria Laura Da Mota
HM194394,PEREIRA,ISADORA,15/06/1978,F,CAMPOS DO CAMPO/PR,SRTA. ANA LIZ CASA GRANDE,SRTA. BELLA SALES,SR/PF/PR,27/09/2024,25/09/2034,P<USAPEREIRA<<ISADORA<<<<<<<<<<<<<<<<<<<<<<<,HM194394<7USA7806158F340925<<<<<<<<<<<<<<<<<,068234156,Isadora Pereira
OI535076,DAS NEVES,CAMILA,27/07/1964,F,SALES DE GOIAS/DF,SRA. ALLANA ANDRADE,BENICIO MACHADO,SR/PF/DF,02/12/2021,30/11/2031,P<USADAS<NEVES<<CAMILA<<<<<<<<<<<<<<<<<<<<<<,OI535076<7USA6407278F311130<<<<<<<<<<<<<<<<<,326574815,Camila Das Neves
XS011101,LOPES,PEDRO HENRIQUE,26/04/1982,M,PEIXOTO VERDE/MG,ESTHER DA PAZ,DR. VITOR HUGO PACHECO,SR/PF/MG,04/05/2021,02/05/2031,P<USALOPES<<PEDRO<HENRIQUE<<<<<<<<<<<<<<<<<<,XS011101<7USA8204268M310502<<<<<<<<<<<<<<<<<,135480760,Pedro Henrique Lopes
